text,author_id,id,created_at
@FrancisOConnel9 My philosophy exactly.❤️❤️,2756042885,1492637560098729987,2022-02-12T23:11:40.000Z
Thinking about philosophy https://t.co/67ON2HYP7n,105682925,1492637552540459009,2022-02-12T23:11:39.000Z
"RT @mehdirhasan: You never were one so I won’t ask you that question back. 

Also, you, like me, have a degree in politics, philosophy, and…",1471019448,1492637534811267080,2022-02-12T23:11:34.000Z
RT @sarveshkgupta: @ADevotedYogi Yoga is a philosophy and a way of life. It also outlines the universal (Yama) and personal (Niyama) ethica…,612931307,1492637511201345538,2022-02-12T23:11:29.000Z
RT @AruAshita: What makes Yuzu outstanding is his unique mindset and life philosophy. Not his titles. The beauty of his soul is reflected i…,1391635158785150982,1492637502565326850,2022-02-12T23:11:27.000Z
"To pay someone to do your exams. Dm us for;

Humanities
Intro to BIOL
History
Genetics
Pharmacy
Sociology
Religion
Philosophy
Technology
Python
Excel
Medical
Psychology
MATH
Data Analytics
Artificial intelligence
Accounting

24hrs online 
Whatsapp +1(432)2164020",1314597787707887617,1492637482600517635,2022-02-12T23:11:22.000Z
RT @eraser: #pensamientoSMS #pensamientoENred 🇪🇸  HISpalIS IS the (I). NArrativas NAturales y artificiales de la Verdad y Verosimilitud. Bi…,1377810525845880840,1492637472727175171,2022-02-12T23:11:20.000Z
"RT @BayouPhilosophy: My book, Physicalism Deconstructed, is now available in paperback...

#philosophy #metaphysics #academia 

https://t.c…",10574772,1492637460706344967,2022-02-12T23:11:17.000Z
"RT @essay_help21: We do
#essay
#javascript 
#Psychology 
#Physics 
#python
#Essay
#Onlineclasses
#Assignments
#Homework
#Philosophy
#Assign…",1020592646916575233,1492637448941228046,2022-02-12T23:11:14.000Z
"@deuxvot @Rebel77Angel Not interested. Yep you're trying to tap into Germanness but you need to get your German philosophy right to not sound ridiculous. But it does sound quite Nietzschean what you're trying to achieve. Anyway let's end the exchange, we're not going to agree and I no longer enjoy this",1475597019154632704,1492637443111202816,2022-02-12T23:11:12.000Z
any hot rich old dudes want to pay for me to get degrees in philosophy and also microbiology and also physics and also chemistry and also anthropology and also geography and also funeral studies and also theology and also sociology and also plant science and also engineering and-,1115699122059616257,1492637437000044548,2022-02-12T23:11:11.000Z
"RT @callowaymiles7: Need help with Philosophy, Sociology, and Psychology?

Dm

Throat Goat,Gabi,Austin Powers,Carson Palmer,Zach Thomas,Sam…",1184662339674689537,1492637417387577344,2022-02-12T23:11:06.000Z
"RT @ML_Philosophy: 20 Deep Philosophy Quotes of “Buddha” 

| Thread https://t.co/pCXvO1uRvm",1474957559740071938,1492637408159928320,2022-02-12T23:11:04.000Z
"RT @mehdirhasan: You never were one so I won’t ask you that question back. 

Also, you, like me, have a degree in politics, philosophy, and…",1426383067791466496,1492637402208296962,2022-02-12T23:11:03.000Z
"RT @mehdirhasan: You never were one so I won’t ask you that question back. 

Also, you, like me, have a degree in politics, philosophy, and…",1492163316009078786,1492637398240567299,2022-02-12T23:11:02.000Z
RT @ObjStdInstitute: Deepen your understanding of Ayn Rand’s Objectivism by learning how her philosophy integrates with the ideas of Aristo…,1265034411122229249,1492637396587872256,2022-02-12T23:11:01.000Z
"RT @amirhslo: Continuation of the new collection ‘’Plain as simple’’ inspired by Japanese minimalism and MA philosophy.   

With @laminerfl…",84229335,1492637354674515971,2022-02-12T23:10:51.000Z
"RT @mehdirhasan: You never were one so I won’t ask you that question back. 

Also, you, like me, have a degree in politics, philosophy, and…",3420367953,1492637353739001856,2022-02-12T23:10:51.000Z
"@Philosophy_the @AndyBrookeLmstn @ConsumerSOS For instance, the OPP said, you're right, ""We shouldn't show up to resident's doors after surveiling their Facebook posts"", right? https://t.co/LGMgbuylB9",1111405925003390976,1492637341843918848,2022-02-12T23:10:48.000Z
"Nietzsche most powerful as the madman linked to Karl Marx. Philosophy of beauty. The question about  beautiful black cowboy movies is not salaried at Paramount Studios, USA. WHAT is a beautiful black cowboy movie? Its, which one is a beautiful black cowboy movie. Lindiwe Sisulu https://t.co/KWeAtOxh1n",25661299,1492637316778713088,2022-02-12T23:10:42.000Z
RT @shengokai: Actually let me tell you about this in the field of philosophy: Fun fact! As a black man with a disability who specializes i…,546010661,1492637306955743232,2022-02-12T23:10:40.000Z
"# We offer professional help; 
#homework
#Onlineclass
#Essaypay
#100DaysOfCode
#Econometrics
#Math  
#homework
#essaywrite
#Essay help
#Dissertation 
#javascript
#Homework
#Philosophy
#Assignment due
#homeworkslave
#WomenWhoCode
#Dm us
@academics_real4

WhatsApp +1(786)706-1443 https://t.co/LzcRfpQZPA",1396494191144935424,1492637306645147652,2022-02-12T23:10:40.000Z
"Dm for spring semester help in:-
Casestudy
Coursework
Project
Programming
Essay pay.
Thesis
Sociology
Philosophy
Psychology
Biology
Chemistry
History
Research Papers.
Literature review
Pay calculus
Pay statistics
 nursing https://t.co/884D22IBqN",1360184072149082112,1492637285975736322,2022-02-12T23:10:35.000Z
"RT @mehdirhasan: You never were one so I won’t ask you that question back. 

Also, you, like me, have a degree in politics, philosophy, and…",104977879,1492637248495534082,2022-02-12T23:10:26.000Z
"RT @mehdirhasan: You never were one so I won’t ask you that question back. 

Also, you, like me, have a degree in politics, philosophy, and…",19858381,1492637225368104963,2022-02-12T23:10:21.000Z
@neauxhoes @cale_berger The Munchak part is irrelevant. As long as Tomlin is the HC the Steelers will tread water. Rotten culture. Weak schemes and no adjustments. Tomlin has no coaching tree because he has no philosophy and can’t teach anyone. He’s a hype man more than a coach.,14950008,1492637208934858753,2022-02-12T23:10:17.000Z
RT @GhostVirusX: We Indigenous People of this continental hemisphere independently invented our own civilization without the help of outsid…,946626513448812544,1492637197303828483,2022-02-12T23:10:14.000Z
@calabim_james @JamesTodaroMD Yes. Took Logic as prereq for one of degrees in Psychology. Part of Philosophy studies.,1366802950245515264,1492637130505478145,2022-02-12T23:09:58.000Z
@mehdirhasan Always amazes me when someone studies philosophy and concludes that sophistry is the way.,1114423903546429441,1492637107734593546,2022-02-12T23:09:52.000Z
"RT @Lata26135824: #HiddenSecrets_Of_TheQuran 
Corruption in the whole world will end only with the philosophy of Bakhabar Sant Rampal Ji Ma…",1474758366178148354,1492637104328769536,2022-02-12T23:09:52.000Z
"RT @StellaAmato4: Elon Musk: “The source of my inspiration is rather philosophical.”😍🔥

Art Therapy By MJ

@elonmusk #inspiration #Entrepre…",1472328798788018182,1492637080295518213,2022-02-12T23:09:46.000Z
5 of 5 stars to Mind-Body Philosophy by Patrick Grim https://t.co/ZDAOmMKdIH,622393682,1492637046615293956,2022-02-12T23:09:38.000Z
@ML_Philosophy Don’t 💤🅿️,1178576152631353344,1492637038822105089,2022-02-12T23:09:36.000Z
"RT @Premiumwriter15: #Assignmenthelp
#Paper pay 
#python
#homework
#Onlineclass
#Essaypay
#100DaysOfCode
#Econometrics
#Math
#homework
#ess…",1448297335126204421,1492637036095983620,2022-02-12T23:09:35.000Z
"@RealRyanHLane @ericowensdc @FactsDem @RadioFreeTom You mean Jacobsen v. Massachusetts. The courts own precedent? Also, you may want to look back at O’Connor and Kennedy more closely. They had no meaningful judicial philosophy except their personal politics. Scalia and Rehnquist are a different story.",1461591965745786886,1492637019289407489,2022-02-12T23:09:31.000Z
"RT @SankarBasu8: ""Be a philosopher but amidst your philosophy be still a man."" David Hume",1053014243866488837,1492636965266731009,2022-02-12T23:09:19.000Z
"We'll take care of your entire spring online coursework for you.
Class is kicking your ass
Coursework
Paper pay
Biology
English
Essay pay
Maths
Stats
Essay due
Chemistry
Online classes
History
Nursing
Essay help.
Geography
Homework
Law Philosophy Geography Thesis Trigonometry https://t.co/sDcZorqYoP",1386599348964839424,1492636930441465858,2022-02-12T23:09:10.000Z
RT @jasonintrator: Oldest child turns 11 this week. Their entrance into the world changed me. Philosophy was my reason for being until that…,305318105,1492636905317539845,2022-02-12T23:09:04.000Z
"RT @Premiumwriter15: #Assignmenthelp
#Paper pay 
#python
#homework
#Onlineclass
#Essaypay
#100DaysOfCode
#Econometrics
#Math
#homework
#ess…",1347396338581790723,1492636903526522884,2022-02-12T23:09:04.000Z
"RT @Nance726: From me, 
you will see,
Thoughts  on politics,
A filthy joke,
Sports talk,
Philosophy,
Silliness,
Theology,
Shenanigans,
Musi…",1583540172,1492636893258960898,2022-02-12T23:09:01.000Z
RT @AruAshita: What makes Yuzu outstanding is his unique mindset and life philosophy. Not his titles. The beauty of his soul is reflected i…,2778258283,1492636881023995906,2022-02-12T23:08:58.000Z
"RT @mehdirhasan: You never were one so I won’t ask you that question back. 

Also, you, like me, have a degree in politics, philosophy, and…",356413288,1492636859092148228,2022-02-12T23:08:53.000Z
RT @AruAshita: What makes Yuzu outstanding is his unique mindset and life philosophy. Not his titles. The beauty of his soul is reflected i…,896223262509719552,1492638680120688641,2022-02-12T23:16:07.000Z
"RT @mehdirhasan: You never were one so I won’t ask you that question back. 

Also, you, like me, have a degree in politics, philosophy, and…",796548722582691840,1492638674521001985,2022-02-12T23:16:06.000Z
RT @jasonintrator: Oldest child turns 11 this week. Their entrance into the world changed me. Philosophy was my reason for being until that…,87107122,1492638666405077001,2022-02-12T23:16:04.000Z
@StanRockPatton It also gave me a way to perhaps phrase my biggest concern with using the compatiblist semantic set in describing choices versus the incompatiblist set of semantics. If we existed in a world where the only two camps of philosophy were compatible list versus incompatiblost /1,480425174,1492638708318846981,2022-02-12T23:16:14.000Z
"@SecretNexus @PHOTOYV0NIC @WWEBigE @DMcIntyreWWE So you're business model is to Not listen to your customer base. But simply tell them ""Welp, don't bring yo ass back then"". Sounds like a pretty successful philosophy?",1462111573879799819,1492638706481598466,2022-02-12T23:16:14.000Z
RT @CWheezy22: Thinking about philosophy https://t.co/67ON2HYP7n,239285856,1492638706058117121,2022-02-12T23:16:14.000Z
"Are you struggling with this?.
Biology Paper
Online class
Philosophy...
Law
Economics
homework
Someone help
paper due
Essay pay
Essay write
Assignment.  
Discussion...
Online class...
Anatomy...
Research projects...
Dissertation 
HMU",1346076395559145472,1518777579020316672,2022-04-26T02:22:47.000Z
RT @BesDMarx: einstein thought science is empty without philosophy and vice versa. as did many of the best scientists. liberal academics tr…,1977389148,1518777574834556928,2022-04-26T02:22:46.000Z
"@Skepti2 @DrJamesOlsson This is known in philosophy as “The problem of Evil”; it’s been solved. Voltaire trolled about it, Pascal mathed it, Descartes solved it... this is really a very superficial straw man.",821081654462705666,1518777545881235457,2022-04-26T02:22:39.000Z
RT @jk_rowling: I had no idea I was followed by so many professors of philosophy. https://t.co/vB5TTtnki0,1011839925887623168,1518777542060261380,2022-04-26T02:22:38.000Z
"I am reading Judith Butler and what strikes me is how once the philosophy of Michel Foucault and Jacques Derrida is integrated and mastered, the specific conclusions on all ""points of intersection"" are easily inferred, including for gender. Trouble, trouble!",758037355475398656,1518777513572544512,2022-04-26T02:22:31.000Z
"Are you struggling with this?.
Biology Paper..
Online class
Philosophy
Law
Economics
homework
Someone help
paper due
Essay pay
Essay write
Assignment.  
Discussion
Online class
Anatomy
Research projects
Dissertation 
HMU",1346076395559145472,1518777494068940800,2022-04-26T02:22:26.000Z
"RT @V_Shuddhi: VEDIC CLOCK: AND IT'S MEANING

The Meaningful Clock in which every hour reminds 12 fundamentals of ancient Vedic philosophy,…",1334400249608036352,1518777490487246848,2022-04-26T02:22:25.000Z
"My FREE Telegram channel: soul squirt, horny philosophy &amp; sexy curiosities by an erotic NFT artist
https://t.co/A5Z8mAZMKX https://t.co/7z55imJBkK",1304193961892999168,1518777482735804416,2022-04-26T02:22:24.000Z
"God, some of these quotes are pure philosophy. You can't speak this much facts, morally questionable or not, the truth will always be sound https://t.co/u5JX2o4EuX",777081280315830272,1518777476402589696,2022-04-26T02:22:22.000Z
"Pay to do your: 
Essays
Maths due
Gender studies
US history
Psychology
theology
sociology
computer
anatomy
Chemistry
Philosophy
Physics
History
Projects
Biology...
History
Lab report
Case study
Term papers
World geography
Essay pay
,@legitwriters01",948805815388925953,1518777467112243203,2022-04-26T02:22:20.000Z
RT @crean_fr: Soft-back version of 'Integralism: a manual of political philosophy' now available. https://t.co/gbWrougGlF https://t.co/jiuh…,1516545755301003270,1518777463656042497,2022-04-26T02:22:19.000Z
"RT @alexgarcia_atx: In 1977 Steve Jobs and Mike Markkula laid out Apple's Marketing Philosophy.

And it was just three elements.

Empathy -…",43824305,1518777442227220486,2022-04-26T02:22:14.000Z
"Are you struggling with this?.
Biology Paper
Online class
Philosophy
Law
Economics
homework
Someone help
paper due
Essay pay
Essay write
Assignment.  
Discussion...
Online class...
Anatomy...
Research projects...
Dissertation 
HMU",1374424718644715528,1518777410120040449,2022-04-26T02:22:06.000Z
"RT @joeyhiles1: If you care about the inner world of philosophy / literature, then you should also care about the external spaces of the ph…",34264323,1518777407787872256,2022-04-26T02:22:06.000Z
"RT @alexgarcia_atx: In 1977 Steve Jobs and Mike Markkula laid out Apple's Marketing Philosophy.

And it was just three elements.

Empathy -…",497489331,1518777402951974912,2022-04-26T02:22:05.000Z
"Elon does have a Master’s degree in philosophy through me. We’re telepathic. That means he also graduated with highest honors and first in his class at The New School. He just didn’t get named. Also, a lot of people with MAs and PhDs are idiots. I’ve met them. 🤣🤣🤣 https://t.co/lIzPeckWF7",1475747267600523265,1518777399210520576,2022-04-26T02:22:04.000Z
"So not only is it immoral to ban speech disagreeing about science, and not only does it violate the fundamental tenets of science and philosophy, but it also doesn’t actually have the intended positive effect (make people believe what we think they should). We won’t do it.",22085686,1518777397570592770,2022-04-26T02:22:03.000Z
"Ayn Rand ON OBJECTIVITY: What objectivity and the study of philosophy require is not an ""open mind,"" but an *active mind*....",782264263,1518777395851014149,2022-04-26T02:22:03.000Z
"RT @joeyhiles1: If you care about the inner world of philosophy / literature, then you should also care about the external spaces of the ph…",1516898117580476417,1518777374665498625,2022-04-26T02:21:58.000Z
"RT @arya_amsha: Ancient Indians called the native inhabitants of the Nicobar Islands as नारिकेलद्वीपवासी or “Coconut Island Dwellers” 

The…",133750928,1518777372371451905,2022-04-26T02:21:57.000Z
"@thequivocalife Sure,philosophy instigated the idea of critical thinking from the times of Socrates which ultimately laid the foundation of many scientific theories but even the most affirmed scientific concepts have certain anomalies, hence both disciplines have to constantly rely on each other",717681674926968832,1518777355849719808,2022-04-26T02:21:53.000Z
".@StationCDRKelly, congrats on your new tweet! Understanding a topic prior to tweeting is key! Track the original and ongoing intent of the First Amendment, maybe using a history book. Knowing where ideas come from: philosophy versus some would-be oligarch's Twitter feed. https://t.co/WK7JHNJePK",2826835564,1518777342063263744,2022-04-26T02:21:50.000Z
RT @jk_rowling: I had no idea I was followed by so many professors of philosophy. https://t.co/vB5TTtnki0,1476389032896737280,1518777321255317504,2022-04-26T02:21:45.000Z
"1/ Just what everyone wants I’m sure… Some more unsolicited and partially developed thoughts about society, politics, media and @elonmusk buying Twitter. Going to turn to a passage from Bertrand Russell’s History of Western Philosophy (published in 1945). https://t.co/TAWJprPWx1",1428080565085999112,1518777311855878145,2022-04-26T02:21:43.000Z
"@nsin_nnombre @Adeleart3 @DrNeilERogers @holly It probably doesn't help his doctorate is in philosophy, not medicine.",1382438214733021186,1518777306919145474,2022-04-26T02:21:42.000Z
"@StationCDRKelly @elonmusk .@StationCDRKelly, congrats on your new tweet! Understanding a topic prior to tweeting is key! Track the original and ongoing intent of the First Amendment, maybe using a history book. Knowing where ideas come from: philosophy versus some would-be oligarch's Twitter feed.",2826835564,1518777295812665348,2022-04-26T02:21:39.000Z
"RT @Philosophy_DQ: 15 Deep Philosophy Quotes From ""Plato""

| Thread https://t.co/Jj1aMMHoTF",34330196,1518777281216397313,2022-04-26T02:21:36.000Z
"According to Jedi philosophy, fear leads to anger, which leads to hate, which leads to suffering.

If you watch as naive youths are deceived and manipulated by feminist scaremongering, you can see this very process play out in real time.",839070791178334213,1518777237386022912,2022-04-26T02:21:25.000Z
RT @jk_rowling: I had no idea I was followed by so many professors of philosophy. https://t.co/vB5TTtnki0,1204901661619216384,1518777237251792896,2022-04-26T02:21:25.000Z
RT @jk_rowling: I had no idea I was followed by so many professors of philosophy. https://t.co/vB5TTtnki0,19744643,1518777231048384513,2022-04-26T02:21:24.000Z
"RT @V_Shuddhi: VEDIC CLOCK: AND IT'S MEANING

The Meaningful Clock in which every hour reminds 12 fundamentals of ancient Vedic philosophy,…",2614994737,1518777222634799104,2022-04-26T02:21:22.000Z
"My new life philosophy: drink, cry, lift",1260368373927473153,1518777195723845632,2022-04-26T02:21:15.000Z
"RT @V_Shuddhi: VEDIC CLOCK: AND IT'S MEANING

The Meaningful Clock in which every hour reminds 12 fundamentals of ancient Vedic philosophy,…",1499472641606172672,1518777153865003008,2022-04-26T02:21:05.000Z
